URL,Issue_Type,Issue_Description,Severity_Score,Recommendation,Title_Issues,Meta_Issues,Heading_Issues,Image_Issues,Technical_Issues,OpenGraph_Issues,Twitter_Card_Issues,Schema_Issues,Performance_Issues
https://www.pharmacymentor.com/about/,IMAGES_MISSING_ALT,31 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,31 images missing alt text,,,,,
https://www.pharmacymentor.com/about/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/about/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/other-publications/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/other-publications/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/other-publications/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/other-publications/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/other-publications/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/usa/,TITLE_TOO_LONG,Title is too long (68 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (68 characters),,,,,,,,
https://www.pharmacymentor.com/usa/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/usa/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/usa/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/usa/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/usa/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/case-studies/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/case-studies/,IMAGES_MISSING_ALT,17 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,17 images missing alt text,,,,,
https://www.pharmacymentor.com/case-studies/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/case-studies/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-listing-growth-accelerator/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-listing-growth-accelerator/,IMAGES_MISSING_ALT,9 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,9 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-listing-growth-accelerator/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-listing-growth-accelerator/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/upw/,META_DESC_TOO_SHORT,Meta description is too short (110 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (110 chars),,,,,,,
https://www.pharmacymentor.com/upw/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/upw/,IMAGES_MISSING_ALT,19 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,19 images missing alt text,,,,,
https://www.pharmacymentor.com/upw/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/upw/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-websites/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-websites/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-websites/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-websites/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/contact-form/,MULTIPLE_H1,Multiple H1 headings found (2),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/contact-form/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/contact-form/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/contact-form/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/contact-form/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/new-releases/,META_DESC_TOO_SHORT,Meta description is too short (110 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (110 chars),,,,,,,
https://www.pharmacymentor.com/new-releases/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/new-releases/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/new-releases/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/new-releases/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/technical-support/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/technical-support/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/technical-support/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/technical-support/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/technical-support/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/technical-support/,OG_IMAGE_MISSING,Open Graph image missing,45,Add og:image for better social media sharing,,,,Open Graph image missing,,,,,
https://www.pharmacymentor.com/technical-support/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/technical-support/,CONTENT_TOO_SHORT,Page content is very short (155 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,TITLE_TOO_SHORT,Title is too short (20 characters),65,Expand title to 30-60 characters for better SEO value,Title is too short (20 characters),,,,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/knowledge-base-woopw/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/knowledge-base-woopw/,CONTENT_TOO_SHORT,Page content is very short (257 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/shop/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/shop/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/shop/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/shop/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/shop/,OG_IMAGE_MISSING,Open Graph image missing,45,Add og:image for better social media sharing,,,,Open Graph image missing,,,,,
https://www.pharmacymentor.com/shop/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/shop/,CONTENT_TOO_SHORT,Page content is very short (182 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/product/google-review-plate/,TITLE_TOO_LONG,Title is too long (63 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (63 characters),,,,,,,,
https://www.pharmacymentor.com/product/google-review-plate/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/product/google-review-plate/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/product/google-review-plate/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/product/google-review-plate/,CONTENT_TOO_SHORT,Page content is very short (298 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/product/template-sops-distance-selling-pharmacies/,TITLE_TOO_LONG,Title is too long (72 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (72 characters),,,,,,,,
https://www.pharmacymentor.com/product/template-sops-distance-selling-pharmacies/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/product/template-sops-distance-selling-pharmacies/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/product/template-sops-distance-selling-pharmacies/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/product/template-sops-distance-selling-pharmacies/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,MULTIPLE_H1,Multiple H1 headings found (2),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmdata-drive-your-pharmacy-business-through-data-analysis/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,TITLE_TOO_LONG,Title is too long (70 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (70 characters),,,,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,MULTIPLE_H1,Multiple H1 headings found (5),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,IMAGES_MISSING_ALT,8 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,8 images missing alt text,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/organise-your-pharmacy-workload-and-life-with-trello/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,TITLE_TOO_LONG,Title is too long (62 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (62 characters),,,,,,,,
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,MULTIPLE_H1,Multiple H1 headings found (6),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/practical-ways-to-reduce-dispensing-errors/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,MULTIPLE_H1,Multiple H1 headings found (6),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/how-to-delegate-effectively-the-r-i-d-system/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/6-extremely-useful-apps-in-community-pharmacy-2017/,MULTIPLE_H1,Multiple H1 headings found (5),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/6-extremely-useful-apps-in-community-pharmacy-2017/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/6-extremely-useful-apps-in-community-pharmacy-2017/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/6-extremely-useful-apps-in-community-pharmacy-2017/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/6-extremely-useful-apps-in-community-pharmacy-2017/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/buffer-your-pharmacy-social-media-strategy/,MULTIPLE_H1,Multiple H1 headings found (5),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/buffer-your-pharmacy-social-media-strategy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/buffer-your-pharmacy-social-media-strategy/,IMAGES_MISSING_ALT,11 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,11 images missing alt text,,,,,
https://www.pharmacymentor.com/buffer-your-pharmacy-social-media-strategy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/buffer-your-pharmacy-social-media-strategy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/5-reasons-independent-pharmacies-use-facebook/,MULTIPLE_H1,Multiple H1 headings found (3),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/5-reasons-independent-pharmacies-use-facebook/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/5-reasons-independent-pharmacies-use-facebook/,IMAGES_MISSING_ALT,9 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,9 images missing alt text,,,,,
https://www.pharmacymentor.com/5-reasons-independent-pharmacies-use-facebook/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/5-reasons-independent-pharmacies-use-facebook/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/facebook-pharmacy/,TITLE_TOO_LONG,Title is too long (67 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (67 characters),,,,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,META_DESC_TOO_LONG,Meta description is too long (171 chars),65,Shorten meta description to 150-165 characters,,Meta description is too long (171 chars),,,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,MULTIPLE_H1,Multiple H1 headings found (3),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/facebook-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,TITLE_TOO_LONG,Title is too long (80 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (80 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,META_DESC_TOO_LONG,Meta description is too long (199 chars),65,Shorten meta description to 150-165 characters,,Meta description is too long (199 chars),,,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,MULTIPLE_H1,Multiple H1 headings found (6),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-digital-diagnosis/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/community-pharmacy-blogging/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,MULTIPLE_H1,Multiple H1 headings found (4),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,IMAGES_MISSING_ALT,13 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,13 images missing alt text,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/community-pharmacy-blogging/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/totley-pharmacy-case-study-stale-facebook-page-to-engaging-hub-of-activity/,TITLE_TOO_LONG,Title is too long (93 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (93 characters),,,,,,,,
https://www.pharmacymentor.com/totley-pharmacy-case-study-stale-facebook-page-to-engaging-hub-of-activity/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/totley-pharmacy-case-study-stale-facebook-page-to-engaging-hub-of-activity/,MULTIPLE_H1,Multiple H1 headings found (3),65,"Use only one H1 per page, use H2-H6 for subheadings",,,,,,,,,
